 step number           1
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143        0.0000000000        0.0000003143
        0.0000000000       -0.0000006194       -0.0000006194
 step number           2
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143        0.0000000000        0.0000003143
        0.0000000000       -0.0000006194       -0.0000006194
 step number           3
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143        0.0000000000        0.0000003143
        0.0000000000       -0.0000006194       -0.0000006194
 step number           4
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143        0.0000000000        0.0000003143
        0.0000000000       -0.0000006194       -0.0000006194
 step number           5
        0.0000003144       -0.0000006194       -0.0000003051
        0.0000003144        0.0000000000        0.0000003144
        0.0000000000       -0.0000006194       -0.0000006194
 step number           6
        0.0000003144       -0.0000006195       -0.0000003051
        0.0000003144        0.0000000000        0.0000003144
        0.0000000000       -0.0000006195       -0.0000006195
 step number           7
        0.0000003145       -0.0000006195       -0.0000003051
        0.0000003145        0.0000000000        0.0000003145
        0.0000000000       -0.0000006195       -0.0000006195
 step number           8
        0.0000003145       -0.0000006196       -0.0000003050
        0.0000003145        0.0000000000        0.0000003145
        0.0000000000       -0.0000006196       -0.0000006196
 step number           9
        0.0000003146       -0.0000006196       -0.0000003050
        0.0000003146        0.0000000000        0.0000003146
        0.0000000000       -0.0000006196       -0.0000006196
 step number          10
        0.0000003147       -0.0000006197       -0.0000003050
        0.0000003147        0.0000000000        0.0000003147
        0.0000000000       -0.0000006197       -0.0000006197
 step number          11
        0.0000003148       -0.0000006198       -0.0000003050
        0.0000003148        0.0000000000        0.0000003148
        0.0000000000       -0.0000006198       -0.0000006197
 step number          12
        0.0000003148       -0.0000006198       -0.0000003050
        0.0000003148        0.0000000000        0.0000003148
        0.0000000000       -0.0000006198       -0.0000006198
 step number          13
        0.0000003150       -0.0000006199       -0.0000003050
        0.0000003150        0.0000000000        0.0000003150
        0.0000000000       -0.0000006199       -0.0000006199
 step number          14
        0.0000003151       -0.0000006200       -0.0000003049
        0.0000003151        0.0000000000        0.0000003151
        0.0000000000       -0.0000006200       -0.0000006200
 step number          15
        0.0000003152       -0.0000006201       -0.0000003049
        0.0000003152        0.0000000000        0.0000003152
        0.0000000000       -0.0000006201       -0.0000006201
 step number          16
        0.0000003153       -0.0000006202       -0.0000003049
        0.0000003153        0.0000000000        0.0000003153
        0.0000000000       -0.0000006202       -0.0000006202
 step number          17
        0.0000003154       -0.0000006203       -0.0000003048
        0.0000003154        0.0000000000        0.0000003154
