      380.1527471141       -0.0453433639      380.1074037502
      380.1522953197       -0.0450312404      380.1072640793
      380.1518504573       -0.0447333713      380.1071170860
      380.1514889874       -0.0444365649      380.1070524225
      380.1510252402       -0.0441412422      380.1068839980
      380.1506033584       -0.0438565972      380.1067467612
      380.1501910466       -0.0435803823      380.1066106643
      380.1497890466       -0.0433096734      380.1064793733
      380.1493854377       -0.0430305338      380.1063549039
      380.1489578234       -0.0427505815      380.1062072419
      380.1485448659       -0.0424756645      380.1060692014
      380.1481402096       -0.0422062876      380.1059339220
      380.1477476445       -0.0419446308      380.1058030137
      380.1473818222       -0.0417033872      380.1056784350
      380.1790339054       -0.0414113359      380.1376225695
      380.1793701534       -0.0411495756      380.1382205778
      380.1789943904       -0.0408944636      380.1380999268
      380.1786257913       -0.0406466334      380.1379791579
      380.1782663917       -0.0404063686      380.1378600230
      380.1779231456       -0.0401751907      380.1377479549
      380.1776398441       -0.0399355613      380.1377042828
      380.1772766480       -0.0396961988      380.1375804492
      380.1769256928       -0.0394614142      380.1374642787
      380.1765780514       -0.0392301795      380.1373478719
      380.1762405613       -0.0390039678      380.1372365936
      380.1759058656       -0.0387806970      380.1371251686
      380.1755739753       -0.0385592527      380.1370147226
      380.1752417624       -0.0383378404      380.1369039220
      380.1749046282       -0.0381156700      380.1367889581
      380.1745762099       -0.0379001822      380.1366760277
      380.1741758118       -0.0376818914      380.1364939204
      380.1738655070       -0.0374669971      380.1363985099
      380.1735394983       -0.0372533218      380.1362861765
      380.1732254582       -0.0370440273      380.1361814309
      380.1729197915       -0.0368398317      380.1360799598
      380.1726219946       -0.0366404890      380.1359815056
      380.1723298269       -0.0364451267      380.1358847003
      380.1720420394       -0.0362529448      380.1357890946
      380.1717573352       -0.0360631088      380.1356942264
      380.1714744022       -0.0358749452      380.1355994571
      380.1711935643       -0.0356886675      380.1355048968
      380.1709169975       -0.0355056632      380.1354113343
      380.1706490724       -0.0353290052      380.1353200673
      380.1704305016       -0.0351963388      380.1352341628
      380.3233806097       -0.0349453093      380.2884353004
      380.3215494152       -0.0347545500      380.2867948652
      380.3258469582       -0.0345731077      380.2912738505
      381.1083751935       -0.0343050574      381.0740701361
      381.1087549215       -0.0340757820      381.0746791395
      381.1081008683       -0.0338238256      381.0742770427
      381.1080169671       -0.0335886631      381.0744283041
      381.1077144864       -0.0333734236      381.0743410628
      381.1074187631       -0.0331722863      381.0742464768
      381.1071381603       -0.0329820921      381.0741560682
      381.1068692735       -0.0328004300      381.0740688436
      381.1066094585       -0.0326254341      381.0739840244
      381.1063571786       -0.0324559314      381.0739012472
      381.1061117717       -0.0322912591      381.0738205126
      381.1058728576       -0.0321310694      381.0737417883
      381.1056403353       -0.0319751750      381.0736651603
      381.1054132870       -0.0318225556      381.0735907315
      381.1051861303       -0.0316705570      381.0735155733
      381.1049573930       -0.0315191135      381.0734382795
      381.1047336952       -0.0313699405      381.0733637547
      381.1045144129       -0.0312232488      381.0732911642
      381.1042984356       -0.0310791521      381.0732192835
      381.1040880265       -0.0309384533      381.0731495732
      381.1038833574       -0.0308011204      381.0730822370
      381.1036813377       -0.0306657267      381.0730156110
      381.1034801895       -0.0305320846      381.0729481049
      381.1032848688       -0.0304019668      381.0728829020
      381.1030953251       -0.0302731358      381.0728221893
      381.1028374360       -0.0301305248      381.0727069111
      381.1026219628       -0.0299904811      381.0726314817
      381.1024139176       -0.0298531663      381.0725607513
      381.1022122499       -0.0297188787      381.0724933712
      381.1020158359       -0.0295876262      381.0724282098
      381.1018236139       -0.0294590944      381.0723645195
      381.1016349451       -0.0293329666      381.0723019785
      381.1014494726       -0.0292090058      381.0722404668
      381.1012668854       -0.0290869704      381.0721799149
      381.1010867303       -0.0289667021      381.0721200282
      381.1009093682       -0.0288482432      381.0720611251
      381.1007347418       -0.0287316027      381.0720031390
      381.1005629180       -0.0286168455      381.0719460725
      381.1003942736       -0.0285042170      381.0718900565
      381.1002297918       -0.0283943712      381.0718354206
      381.1000720618       -0.0282890689      381.0717829929
      381.0999279554       -0.0281925640      381.0717353914
      381.0998087245       -0.0280859117      381.0717228128
      381.0995824296       -0.0279573476      381.0716250820
      381.0994096625       -0.0278406300      381.0715690325
      381.0992429526       -0.0277284815      381.0715144711
      381.0990812454       -0.0276198784      381.0714613671
      381.0989235455       -0.0275141305      381.0714094150
      381.0987690386       -0.0274106257      381.0713584129
      381.0986167303       -0.0273089080      381.0713078223
      381.0984677896       -0.0272099316      381.0712578579
      381.0983300045       -0.0271185916      381.0712114129
      381.0982294611       -0.0270497792      381.0711796819
      416.3449768740       -0.0268756779      416.3181011961
      416.3473923762       -0.0266474534      416.3207449228
      416.3470277753       -0.0265194508      416.3205083245
      416.3468759486       -0.0264096738      416.3204662748
      416.3467233236       -0.0263058232      416.3204175004
      416.3465738420       -0.0262051019      416.3203687401
      416.3464266016       -0.0261065157      416.3203200860
      416.3462818356       -0.0260097016      416.3202721341
      416.3461393657       -0.0259145587      416.3202248069
      416.3459997946       -0.0258213503      416.3201784443
      416.3458641491       -0.0257307708      416.3201333783
      416.3457357038       -0.0256453238      416.3200903800
      416.3456462033       -0.0255938696      416.3200523338
      416.4048549253       -0.0254579014      416.3793970240
      416.4050365409       -0.0253769200      416.3796596209
      416.4079693753       -0.0252775429      416.3826918324
      416.4164641321       -0.0251639638      416.3913001683
      416.4163370193       -0.0250693815      416.3912676377
      416.4161877911       -0.0249749634      416.3912128277
      416.4160103480       -0.0248786420      416.3911317060
      416.4158326430       -0.0247818676      416.3910507754
      416.4157035377       -0.0246959463      416.3910075914
      416.4155534960       -0.0246061210      416.3909473750
      416.4153555605       -0.0244915748      416.3908639857
      416.4152069589       -0.0243931651      416.3908137939
      416.4150680228       -0.0242999644      416.3907680585
      416.4149368122       -0.0242115933      416.3907252189
      416.4148122021       -0.0241177663      416.3906944358
      416.4146762698       -0.0240255568      416.3906507130
